Random-10-Repeat-10 string length 1000 by LCE value,DirectComp,DirectLookup,DirectCompLookup<log n>,DirectCompLookup<sqrt n>,DirectCompLookup<n/log n>,Fingerprint_2<sqrt n>wc,Fingerprint_2<1/4sqrt n>ac,Fingerprint_2<1/2sqrt n>ac,Fingerprint_2<sqrt n>ac,Fingerprint_2<2sqrt n>ac,Fingerprint_2<4sqrt n>ac,Fingerprint_2<8sqrt n>ac,Fingerprint_2<16sqrt n>ac,Fingerprint_2<sqrt n>ac_{cache-horizontal-shift},Fingerprint_2<sqrt n>ac_{cache-horizontal-mult},Fingerprint_3<n^{2/3};n^{1/3}>wc,Fingerprint_3<n^{2/3};n^{1/3}>ac<n^{1/3};n^{2/3}>,Fingerprint_3<n^{2/3};n^{1/3}>ac<1;1>,Fingerprint_3<n^{2/3};n^{1/3}>ac,Fingerprint_{log n}wc,Fingerprint_{log n}ac,Fingerprint_{log n}ac_{cache-vertical-mult},RMQ<1;n>,RMQ<n;1>,DirectComp<1>RMQ<n;1>,RMQ<1;n>_{virtual},RMQ<n;1>_{virtual},RMQ<n;2log n>_{virtual},RMQ<n;4log n>_{virtual},
46,5.1054e-008,1.50857e-008,4.00191e-008,5.26603e-008,8.54857e-008,2.87048e-008,3.08e-008,2.3746e-008,2.98222e-008,6.06222e-008,6.06222e-008,6.06222e-008,6.06921e-008,3.75048e-008,3.45016e-008,3.36635e-008,6.0273e-008,3.92508e-008,3.52e-008,7.36825e-008,3.75746e-008,4.24635e-008,3.07302e-008,4.44889e-008,4.5746e-008,3.81333e-008,4.83302e-008,5.28e-008,5.49651e-008,
47,4.82603e-008,1.50159e-008,4.15556e-008,5.40572e-008,8.54857e-008,2.92635e-008,3.13587e-008,2.40952e-008,3.05206e-008,6.10413e-008,6.12508e-008,6.11111e-008,6.08318e-008,3.79937e-008,3.46413e-008,3.42921e-008,5.91556e-008,4.88889e-008,3.52698e-008,4.23238e-008,3.56191e-008,4.0927e-008,3.07302e-008,4.5746e-008,4.67937e-008,3.82032e-008,4.95873e-008,5.2381e-008,5.4127e-008,
48,4.93778e-008,1.4946e-008,3.83429e-008,5.1054e-008,9.51238e-008,3.01016e-008,3.08698e-008,2.50032e-008,3.13587e-008,6.26476e-008,6.28572e-008,6.2927e-008,6.30667e-008,3.87619e-008,3.70857e-008,3.53397e-008,6.04825e-008,4.56064e-008,3.70159e-008,7.52191e-008,3.88318e-008,4.1346e-008,3.12889e-008,4.49778e-008,4.56064e-008,3.86921e-008,4.79111e-008,5.28e-008,5.81778e-008,
49,5.05651e-008,1.48762e-008,4.01587e-008,5.17524e-008,9.48445e-008,3.12889e-008,2.89143e-008,2.48635e-008,3.21968e-008,6.41841e-008,6.41143e-008,6.41143e-008,6.80254e-008,3.91111e-008,3.82032e-008,3.62476e-008,6.22286e-008,4.24635e-008,3.65968e-008,6.62095e-008,3.86921e-008,4.18349e-008,3.11492e-008,4.74222e-008,4.87492e-008,3.79238e-008,5.1473e-008,5.26603e-008,5.42667e-008,
50,5.34286e-008,1.50159e-008,4.12762e-008,5.31492e-008,9.62413e-008,3.14984e-008,3.0381e-008,2.62603e-008,3.2546e-008,6.49524e-008,6.83746e-008,6.45333e-008,6.47429e-008,4.00889e-008,3.67365e-008,3.72952e-008,6.22984e-008,4.21841e-008,3.79238e-008,7.3054e-008,3.9181e-008,4.18349e-008,3.10095e-008,4.4e-008,4.51175e-008,3.82032e-008,4.74222e-008,5.2381e-008,5.46857e-008,
51,5.46857e-008,1.4946e-008,4.21841e-008,5.51746e-008,9.20508e-008,3.51302e-008,3.07302e-008,2.71683e-008,3.3454e-008,6.97714e-008,6.95619e-008,6.5581e-008,6.59302e-008,4.09968e-008,3.82032e-008,3.77841e-008,6.32762e-008,4.31619e-008,3.90413e-008,6.34857e-008,3.84127e-008,4.14159e-008,3.10095e-008,4.47683e-008,4.56064e-008,3.85524e-008,4.78413e-008,5.25905e-008,5.92254e-008,
52,5.21714e-008,1.50857e-008,3.61778e-008,5.05651e-008,9.54032e-008,3.4781e-008,3.17778e-008,2.78667e-008,3.39429e-008,6.71175e-008,7.08191e-008,6.72572e-008,6.71175e-008,4.18349e-008,3.85524e-008,3.70159e-008,6.54413e-008,4.40698e-008,3.91111e-008,6.25778e-008,3.6946e-008,4.16254e-008,3.07302e-008,4.38603e-008,4.53968e-008,3.8273e-008,4.72127e-008,5.23111e-008,5.72e-008,
53,5.28698e-008,1.48762e-008,3.77143e-008,5.23111e-008,9.76381e-008,3.37333e-008,3.16381e-008,2.77968e-008,3.48508e-008,6.85841e-008,7.44508e-008,7.53587e-008,6.83746e-008,4.30921e-008,3.99492e-008,3.7854e-008,6.45333e-008,4.54667e-008,3.96e-008,6.14603e-008,3.63175e-008,4.19048e-008,3.08698e-008,4.71429e-008,4.7981e-008,3.80635e-008,5.02857e-008,5.25206e-008,5.49651e-008,
54,5.34984e-008,1.4946e-008,3.92508e-008,5.44762e-008,9.84064e-008,3.44317e-008,3.48508e-008,3.63175e-008,3.57587e-008,6.94222e-008,6.94222e-008,6.93524e-008,6.92127e-008,4.35111e-008,4.04381e-008,3.29651e-008,6.07619e-008,4.69333e-008,3.94603e-008,7.59873e-008,3.71556e-008,4.21143e-008,3.01714e-008,4.7073e-008,4.85397e-008,3.82032e-008,5.1054e-008,5.23111e-008,5.41968e-008,
55,6.50222e-008,1.48762e-008,3.98095e-008,5.51048e-008,9.79873e-008,3.52698e-008,3.45714e-008,3.01016e-008,3.63175e-008,7.02603e-008,7.02603e-008,7.41714e-008,7.06794e-008,4.45587e-008,4.10667e-008,3.39429e-008,6.58603e-008,4.12762e-008,3.6527e-008,4.44889e-008,3.65968e-008,4.16254e-008,3.06603e-008,4.40698e-008,4.51175e-008,3.82032e-008,4.75619e-008,5.24508e-008,5.4546e-008,
56,5.48254e-008,1.50857e-008,5.28698e-008,5.12635e-008,1.00292e-007,3.58286e-008,3.27556e-008,2.99619e-008,3.71556e-008,7.10984e-008,7.13079e-008,7.13079e-008,7.71746e-008,4.49079e-008,4.25333e-008,3.46413e-008,6.65587e-008,4.28127e-008,3.76444e-008,7.10286e-008,3.6946e-008,4.41397e-008,3.08e-008,4.63746e-008,4.72127e-008,3.86921e-008,4.97968e-008,5.28698e-008,5.48254e-008,
57,5.62222e-008,1.4946e-008,4.06476e-008,5.25206e-008,1.03365e-007,3.70857e-008,3.40825e-008,3.17079e-008,3.81333e-008,7.31238e-008,7.3054e-008,7.31937e-008,7.3054e-008,4.58159e-008,4.28127e-008,3.52e-008,6.80952e-008,4.35111e-008,3.87619e-008,6.06222e-008,3.64571e-008,4.19048e-008,3.08e-008,4.63048e-008,4.73524e-008,3.84825e-008,4.99365e-008,5.28e-008,5.51746e-008,
58,5.69206e-008,1.50159e-008,4.24635e-008,5.4546e-008,1.05321e-007,3.8273e-008,3.48508e-008,3.22667e-008,3.86921e-008,7.44508e-008,7.4381e-008,7.45206e-008,7.4381e-008,4.61651e-008,4.28825e-008,3.8273e-008,6.94222e-008,4.41397e-008,3.90413e-008,7.57079e-008,3.7854e-008,4.21143e-008,3.09397e-008,4.47683e-008,4.56064e-008,3.80635e-008,4.81206e-008,5.25905e-008,5.50349e-008,
59,5.78984e-008,1.46667e-008,4.05778e-008,5.58032e-008,1.0567e-007,4.14159e-008,3.51302e-008,3.19873e-008,4.17651e-008,7.86413e-008,7.50095e-008,7.47302e-008,7.50095e-008,4.69333e-008,4.37905e-008,4.00191e-008,7.41016e-008,4.41397e-008,3.95302e-008,4.95175e-008,4.48381e-008,5.1473e-008,3.06603e-008,4.72825e-008,4.86095e-008,3.82032e-008,5.11937e-008,5.21016e-008,5.42667e-008,
60,6.23683e-008,1.47365e-008,3.72254e-008,5.26603e-008,1.0134e-007,4.29524e-008,3.53397e-008,2.40254e-008,5.42667e-008,7.64762e-008,8.52064e-008,7.68254e-008,7.66857e-008,4.88889e-008,4.48381e-008,3.80635e-008,6.65587e-008,4.56762e-008,4.05778e-008,7.41714e-008,3.74349e-008,4.45587e-008,3.05905e-008,4.62349e-008,4.74921e-008,3.75746e-008,4.97968e-008,5.24508e-008,5.43365e-008,
61,5.8946e-008,1.53651e-008,3.93905e-008,5.36381e-008,9.80572e-008,4.37206e-008,3.63175e-008,2.52825e-008,4.41397e-008,7.71048e-008,7.70349e-008,7.71048e-008,8.12952e-008,4.84698e-008,4.65143e-008,3.67365e-008,6.81651e-008,4.65841e-008,4.00191e-008,6.00635e-008,4.63746e-008,4.23238e-008,3.08e-008,4.4e-008,4.52571e-008,3.80635e-008,4.74921e-008,5.27302e-008,5.47556e-008,
62,5.99238e-008,1.4946e-008,4.07175e-008,5.55937e-008,1.0113e-007,2.07429e-008,3.42222e-008,2.62603e-008,1.96254e-008,7.87111e-008,7.85714e-008,7.87111e-008,7.88508e-008,5.02159e-008,2.42349e-008,3.8273e-008,6.9073e-008,4.7073e-008,3.97397e-008,7.17968e-008,3.89714e-008,4.23937e-008,3.09397e-008,4.62349e-008,4.74921e-008,4.02286e-008,5.00762e-008,5.28698e-008,5.47556e-008,
63,5.96445e-008,1.50857e-008,4.09968e-008,5.53143e-008,1.02457e-007,2.22095e-008,3.79238e-008,2.70286e-008,2.14413e-008,1.8927e-008,8.56952e-008,7.83619e-008,7.82921e-008,5.0146e-008,2.45841e-008,3.32444e-008,7.08191e-008,4.7981e-008,3.93206e-008,3.64571e-008,3.98095e-008,4.56064e-008,3.05206e-008,4.72825e-008,4.85397e-008,4.01587e-008,5.07746e-008,5.1473e-008,5.34286e-008,
64,6.06222e-008,1.52254e-008,3.74349e-008,5.16825e-008,1.02597e-007,2.29079e-008,3.79238e-008,2.66095e-008,2.30476e-008,2.00444e-008,7.96889e-008,7.97587e-008,7.98286e-008,2.62603e-008,2.88444e-008,3.62476e-008,7.28445e-008,4.30222e-008,3.84127e-008,3.41524e-008,4.03683e-008,4.5746e-008,3.08698e-008,4.42794e-008,4.51175e-008,3.81333e-008,4.77016e-008,5.23111e-008,5.40572e-008,
65,6.92127e-008,1.50857e-008,3.99492e-008,5.44762e-008,1.07137e-007,2.3746e-008,3.86921e-008,2.82159e-008,2.31873e-008,2.04635e-008,7.04698e-008,7.04e-008,7.04699e-008,2.67492e-008,2.98921e-008,3.6946e-008,7.3473e-008,4.40698e-008,3.89016e-008,4.07175e-008,4.00191e-008,4.67238e-008,3.10095e-008,4.61651e-008,4.7981e-008,3.84127e-008,5.04254e-008,5.21016e-008,5.46857e-008,
66,7.01206e-008,1.51556e-008,4.36508e-008,5.67111e-008,1.09511e-007,2.43746e-008,3.91111e-008,2.84254e-008,2.4654e-008,2.12317e-008,7.15175e-008,7.12381e-008,7.14476e-008,2.79365e-008,2.7727e-008,3.71556e-008,7.66857e-008,4.52571e-008,4.12064e-008,3.91111e-008,4.88889e-008,5.53143e-008,3.08e-008,4.46286e-008,4.54667e-008,3.79937e-008,5.00762e-008,5.25905e-008,5.48254e-008,
67,7.06095e-008,1.50857e-008,4.49778e-008,6.06222e-008,1.11956e-007,2.54222e-008,4.00889e-008,2.98222e-008,2.40952e-008,2.32571e-008,7.18667e-008,7.17968e-008,7.19365e-008,2.96825e-008,3.98095e-008,3.85524e-008,7.75238e-008,4.5327e-008,4.02984e-008,8.07365e-008,4.07873e-008,4.64444e-008,3.08e-008,4.79111e-008,4.90286e-008,3.82032e-008,5.1473e-008,5.24508e-008,5.4546e-008,
68,7.16572e-008,1.48762e-008,3.79238e-008,5.03556e-008,1.12375e-007,2.41651e-008,4.15556e-008,2.96127e-008,2.45143e-008,2.40952e-008,7.29143e-008,7.28445e-008,7.29841e-008,3.03111e-008,3.41524e-008,3.98095e-008,8.03175e-008,4.46286e-008,4.1346e-008,5.47556e-008,4.06476e-008,4.68635e-008,3.06603e-008,4.59556e-008,4.7073e-008,3.77143e-008,5.02857e-008,5.19619e-008,5.44064e-008,
69,7.23556e-008,1.4946e-008,3.99492e-008,5.23111e-008,1.1454e-007,2.40254e-008,4.20444e-008,3.63175e-008,2.52825e-008,2.52127e-008,7.37524e-008,7.36825e-008,7.40318e-008,3.13587e-008,3.4781e-008,3.93206e-008,7.61968e-008,4.71429e-008,4.20445e-008,6.16e-008,4.30222e-008,4.69333e-008,3.05206e-008,4.70032e-008,4.81905e-008,3.76444e-008,5.08445e-008,5.2381e-008,5.37778e-008,
70,7.28445e-008,1.50159e-008,4.16254e-008,5.46857e-008,1.13981e-007,2.54921e-008,3.3454e-008,3.12191e-008,2.61206e-008,2.40952e-008,7.37524e-008,7.44508e-008,7.38222e-008,3.23365e-008,3.32444e-008,3.83429e-008,7.61968e-008,4.93079e-008,4.21841e-008,8.33905e-008,4.0927e-008,4.71429e-008,3.03111e-008,4.33714e-008,4.52571e-008,3.76444e-008,4.73524e-008,4.98667e-008,5.21016e-008,
71,7.38222e-008,1.4946e-008,4.24635e-008,6.09016e-008,1.17962e-007,2.66794e-008,3.61079e-008,3.26857e-008,3.40127e-008,2.54921e-008,8.21333e-008,7.51492e-008,7.50095e-008,3.28254e-008,3.3873e-008,4.12064e-008,7.76635e-008,5.26603e-008,4.2254e-008,7.55683e-008,4.07873e-008,4.64445e-008,3.05905e-008,4.84e-008,4.93778e-008,3.85524e-008,5.15429e-008,5.2381e-008,5.47556e-008,
72,7.86413e-008,1.50159e-008,3.86222e-008,4.83302e-008,1.04902e-007,3.52e-008,3.72952e-008,3.28952e-008,2.70286e-008,3.19873e-008,7.52191e-008,7.96191e-008,7.54286e-008,3.3873e-008,3.40825e-008,3.57587e-008,6.88635e-008,5.76889e-008,4.2254e-008,5.95048e-008,4.14857e-008,4.7073e-008,3.11492e-008,4.6654e-008,4.79111e-008,3.89016e-008,5.03556e-008,5.29397e-008,5.51048e-008,
73,7.53587e-008,1.50159e-008,3.81333e-008,4.94476e-008,1.08883e-007,2.97524e-008,3.70159e-008,3.26159e-008,2.82857e-008,2.64e-008,7.64762e-008,8.10857e-008,7.66857e-008,3.3873e-008,3.28952e-008,3.85524e-008,7.10286e-008,4.81905e-008,4.01587e-008,4.12762e-008,4.10667e-008,4.70032e-008,3.09397e-008,4.49778e-008,4.58857e-008,3.8273e-008,4.81905e-008,5.25905e-008,5.52445e-008,
74,7.63365e-008,1.50857e-008,4.02286e-008,5.17524e-008,1.06927e-007,2.91937e-008,3.95302e-008,3.54794e-008,2.98222e-008,2.75873e-008,7.76635e-008,8.20635e-008,7.75937e-008,3.54095e-008,3.40127e-008,3.88318e-008,7.08191e-008,4.92381e-008,4.14857e-008,6.76064e-008,4.15556e-008,4.75619e-008,3.12889e-008,4.88191e-008,4.94476e-008,3.87619e-008,5.20318e-008,5.30095e-008,5.47556e-008,
75,7.71048e-008,1.48064e-008,4.0927e-008,5.27302e-008,1.11327e-007,2.95429e-008,3.94603e-008,2.70984e-008,3.02413e-008,2.80762e-008,8.30413e-008,8.29714e-008,7.84318e-008,3.59683e-008,3.63175e-008,3.96e-008,7.13778e-008,5.05651e-008,4.38603e-008,5.73397e-008,4.0927e-008,4.7073e-008,3.09397e-008,4.49079e-008,4.56762e-008,3.81333e-008,4.81206e-008,5.26603e-008,5.49651e-008,
76,7.71746e-008,1.4946e-008,3.65968e-008,4.77016e-008,1.09162e-007,2.95429e-008,3.70857e-008,2.68191e-008,3.28254e-008,2.89143e-008,7.82921e-008,8.26222e-008,8.26222e-008,3.72952e-008,3.46413e-008,4.02286e-008,7.10286e-008,5.1054e-008,4.19048e-008,7.42413e-008,4.15556e-008,4.70032e-008,3.04508e-008,4.65143e-008,4.77016e-008,3.75746e-008,5.03556e-008,5.50349e-008,5.35683e-008,
77,7.78032e-008,1.50857e-008,3.89016e-008,5.04254e-008,1.21314e-007,3.07302e-008,3.54794e-008,2.75175e-008,3.39429e-008,2.95429e-008,7.89905e-008,8.64635e-008,8.56254e-008,3.70159e-008,3.60381e-008,4.17651e-008,7.23556e-008,5.00762e-008,4.35111e-008,6.43937e-008,4.09968e-008,4.72127e-008,3.09397e-008,4.56064e-008,4.67937e-008,3.77841e-008,4.9727e-008,5.53143e-008,5.37079e-008,
78,8.26222e-008,1.50159e-008,4.00191e-008,5.12635e-008,1.17683e-007,3.11492e-008,3.76445e-008,2.88444e-008,3.15683e-008,2.9473e-008,7.96889e-008,7.95492e-008,8.40889e-008,3.82032e-008,3.68762e-008,4.12762e-008,7.70349e-008,4.9727e-008,4.31619e-008,8.75111e-008,4.17651e-008,4.74222e-008,3.04508e-008,4.56064e-008,4.70032e-008,3.79238e-008,5.23111e-008,5.52445e-008,5.42667e-008,
79,7.99683e-008,1.48762e-008,4.10667e-008,5.4127e-008,1.17124e-007,3.24064e-008,3.84825e-008,2.83556e-008,3.26159e-008,3.05206e-008,8.13651e-008,8.12254e-008,8.56952e-008,3.8273e-008,3.63873e-008,4.33016e-008,7.67556e-008,5.14032e-008,4.42794e-008,5.07048e-008,4.06476e-008,4.60952e-008,3.08698e-008,4.60254e-008,4.73524e-008,3.79937e-008,5.00762e-008,5.28e-008,5.43365e-008,
80,8.00381e-008,1.48762e-008,3.73651e-008,4.97968e-008,1.21105e-007,3.26857e-008,3.91111e-008,2.97524e-008,3.30349e-008,3.09397e-008,8.10159e-008,8.12952e-008,8.11556e-008,3.83429e-008,3.75746e-008,4.28825e-008,7.41016e-008,5.44064e-008,4.4e-008,6.59302e-008,4.12762e-008,4.64445e-008,3.07302e-008,4.65143e-008,4.7981e-008,3.84825e-008,5.0146e-008,5.25206e-008,5.4546e-008,
81,8.10857e-008,1.50857e-008,3.91111e-008,5.07746e-008,1.20197e-007,3.37333e-008,3.89714e-008,3.01016e-008,3.36635e-008,3.19175e-008,8.20635e-008,8.20635e-008,8.20635e-008,3.98095e-008,3.79937e-008,3.97397e-008,6.97016e-008,5.20318e-008,4.45587e-008,6.53016e-008,4.06476e-008,4.68635e-008,3.10095e-008,4.67937e-008,4.7981e-008,3.94603e-008,5.06349e-008,5.2381e-008,5.38476e-008,
82,8.68127e-008,1.60635e-008,4.11365e-008,5.27302e-008,1.22781e-007,3.46413e-008,4.09968e-008,3.04508e-008,3.49206e-008,3.26159e-008,9.1981e-008,8.36e-008,8.34603e-008,4.16952e-008,3.90413e-008,4.0927e-008,7.50794e-008,5.47556e-008,5.20318e-008,7.13079e-008,4.19048e-008,4.74921e-008,3.10095e-008,4.74921e-008,4.85397e-008,4.00889e-008,5.1473e-008,5.28e-008,5.44064e-008,
83,8.70222e-008,1.59238e-008,4.19746e-008,5.30794e-008,1.25575e-007,3.50603e-008,3.90413e-008,3.12191e-008,3.54794e-008,3.3454e-008,8.37397e-008,8.38095e-008,8.36e-008,4.23937e-008,3.91111e-008,4.12762e-008,7.35429e-008,5.8527e-008,4.56064e-008,6.45333e-008,4.01587e-008,4.65143e-008,3.06603e-008,4.41397e-008,4.50476e-008,3.79238e-008,4.72825e-008,5.21714e-008,5.44762e-008,
84,8.39492e-008,1.60635e-008,3.61079e-008,5.07048e-008,1.30254e-007,3.58286e-008,3.71556e-008,3.94603e-008,3.64571e-008,3.43619e-008,8.51365e-008,8.51365e-008,9.30984e-008,4.3581e-008,4.0927e-008,4.23238e-008,7.45905e-008,5.52445e-008,4.71429e-008,6.37651e-008,4.19746e-008,4.72825e-008,3.05206e-008,4.64445e-008,4.77714e-008,3.79937e-008,5.02159e-008,5.22413e-008,5.4546e-008,
85,8.48572e-008,1.63429e-008,3.81333e-008,5.30095e-008,1.30114e-007,3.6946e-008,3.93905e-008,3.21968e-008,3.70857e-008,3.49905e-008,8.57651e-008,8.60445e-008,8.59746e-008,4.3581e-008,4.17651e-008,4.30921e-008,7.64064e-008,5.76191e-008,4.7073e-008,6.43238e-008,4.06476e-008,4.76318e-008,3.08e-008,4.44191e-008,4.59556e-008,3.8273e-008,4.80508e-008,5.28e-008,5.51048e-008,
86,8.58349e-008,1.57841e-008,3.94603e-008,5.41968e-008,1.32908e-007,3.75746e-008,4.28825e-008,3.61079e-008,3.79937e-008,3.59683e-008,8.69524e-008,8.70222e-008,8.70921e-008,4.54667e-008,4.48381e-008,4.45587e-008,7.69651e-008,5.77587e-008,4.86794e-008,6.52318e-008,4.21841e-008,4.77016e-008,3.08698e-008,4.48381e-008,4.60952e-008,3.84127e-008,4.86095e-008,5.28e-008,5.52445e-008,
87,8.50667e-008,1.5854e-008,3.94603e-008,5.51746e-008,1.33467e-007,3.82032e-008,4.23937e-008,4.07175e-008,3.85524e-008,3.77143e-008,9.44254e-008,8.63937e-008,9.1981e-008,4.52572e-008,4.33016e-008,4.33714e-008,7.64762e-008,5.76191e-008,4.62349e-008,5.80381e-008,4.47683e-008,4.65143e-008,3.07302e-008,4.63048e-008,4.74921e-008,3.83429e-008,4.9727e-008,5.48254e-008,5.69206e-008,
88,8.61143e-008,1.61333e-008,3.67365e-008,5.15429e-008,1.16565e-007,3.89016e-008,4.02984e-008,3.48508e-008,3.92508e-008,3.6946e-008,8.76508e-008,8.73714e-008,8.72318e-008,4.62349e-008,4.50476e-008,4.2673e-008,7.80825e-008,5.47556e-008,4.85397e-008,8.42984e-008,4.42095e-008,5.00064e-008,3.10794e-008,4.79111e-008,4.91683e-008,3.89016e-008,5.19619e-008,5.59429e-008,5.74095e-008,
89,8.72318e-008,1.64127e-008,3.8273e-008,5.31492e-008,1.17822e-007,3.94603e-008,4.30921e-008,3.54794e-008,4.01587e-008,3.82032e-008,8.88381e-008,8.86984e-008,8.86984e-008,4.74222e-008,4.37206e-008,4.55365e-008,7.92e-008,5.84571e-008,4.37905e-008,5.90159e-008,4.0927e-008,5.00064e-008,3.10095e-008,4.63746e-008,4.76318e-008,3.84825e-008,5.0146e-008,5.59429e-008,5.44064e-008,
90,9.27492e-008,1.61333e-008,4.04381e-008,5.43365e-008,1.24457e-007,4.07873e-008,4.16952e-008,2.76571e-008,4.11365e-008,3.84825e-008,8.90476e-008,8.90476e-008,8.89079e-008,4.84e-008,4.73524e-008,4.92381e-008,7.48e-008,5.81778e-008,4.72127e-008,6.07619e-008,4.17651e-008,5.04254e-008,3.05905e-008,4.42794e-008,4.53968e-008,4.02984e-008,4.80508e-008,5.80381e-008,5.4546e-008,
91,8.90476e-008,1.60635e-008,4.05778e-008,5.52445e-008,1.24387e-007,4.16952e-008,4.08571e-008,2.89143e-008,4.42095e-008,4.21143e-008,9.02349e-008,9.02349e-008,9.00952e-008,4.93079e-008,4.79111e-008,5.13333e-008,7.7454e-008,4.88191e-008,5.16127e-008,5.74095e-008,4.86095e-008,6.01333e-008,3.08e-008,4.81905e-008,4.90984e-008,4.05079e-008,5.15429e-008,5.20318e-008,5.4546e-008,
92,8.9746e-008,1.68317e-008,3.72254e-008,5.18222e-008,1.2334e-007,4.28127e-008,4.02984e-008,2.95429e-008,4.31619e-008,4.33714e-008,9.10032e-008,9.10032e-008,9.07937e-008,5.02857e-008,4.63746e-008,5.36381e-008,7.82222e-008,5.06349e-008,5.22413e-008,8.24825e-008,4.20445e-008,5.57333e-008,3.07302e-008,4.39302e-008,4.52571e-008,3.86921e-008,4.75619e-008,5.22413e-008,5.51048e-008,
93,8.98857e-008,1.59937e-008,3.93905e-008,5.30794e-008,1.24178e-007,2.17206e-008,4.20445e-008,3.01016e-008,2.22794e-008,4.16254e-008,9.08635e-008,9.08635e-008,9.11429e-008,5.02159e-008,2.48635e-008,5.02159e-008,7.72445e-008,6.5581e-008,5.21714e-008,5.83873e-008,4.11365e-008,5.07746e-008,3.07302e-008,4.37206e-008,4.52572e-008,3.80635e-008,4.72825e-008,5.16127e-008,5.44064e-008,
94,9.01651e-008,1.68317e-008,3.97397e-008,5.40572e-008,1.24387e-007,2.27683e-008,4.25333e-008,3.06603e-008,2.3746e-008,4.28825e-008,9.14921e-008,9.13524e-008,9.67302e-008,5.0146e-008,2.99619e-008,5.13333e-008,7.85714e-008,5.57333e-008,5.18921e-008,6.14603e-008,4.2254e-008,4.78413e-008,3.10095e-008,4.50476e-008,4.7073e-008,3.84825e-008,4.76318e-008,5.14032e-008,5.4127e-008,
95,9.27492e-008,1.4946e-008,4.14159e-008,5.6781e-008,1.29206e-007,2.36064e-008,4.26032e-008,3.19175e-008,2.43746e-008,4.45587e-008,9.39365e-008,1.00851e-007,9.40064e-008,5.1054e-008,3.01714e-008,4.89587e-008,8.02476e-008,5.18921e-008,5.09841e-008,3.61079e-008,4.10667e-008,4.67238e-008,3.06603e-008,4.77016e-008,4.88889e-008,3.84825e-008,5.30794e-008,5.23111e-008,5.46857e-008,
96,9.92445e-008,1.52254e-008,3.79238e-008,5.15429e-008,1.38984e-007,2.41651e-008,4.40698e-008,3.07302e-008,2.49333e-008,4.49079e-008,9.23302e-008,9.39365e-008,9.26095e-008,2.62603e-008,2.84254e-008,5.44762e-008,8.30413e-008,5.36381e-008,5.07048e-008,6.66984e-008,4.15556e-008,4.61651e-008,3.04508e-008,4.38603e-008,4.56762e-008,3.76444e-008,5.11238e-008,5.21016e-008,5.44064e-008,
97,9.44254e-008,1.50159e-008,4.00889e-008,5.75492e-008,1.37448e-007,2.52825e-008,4.2254e-008,3.15683e-008,2.49333e-008,4.70032e-008,9.56127e-008,9.70794e-008,9.5473e-008,2.79365e-008,3.17778e-008,5.20318e-008,8.41587e-008,5.76889e-008,5.02159e-008,4.14159e-008,4.19048e-008,4.75619e-008,3.17079e-008,4.46984e-008,4.58857e-008,3.90413e-008,4.78413e-008,5.60127e-008,5.52445e-008,
98,9.37968e-008,1.50857e-008,4.16254e-008,5.66413e-008,1.33187e-007,2.61206e-008,4.00191e-008,3.28952e-008,2.61905e-008,4.74222e-008,9.47048e-008,1.06717e-007,9.46349e-008,2.91937e-008,3.08e-008,5.58032e-008,8.12952e-008,5.53841e-008,4.74921e-008,8.3181e-008,4.14857e-008,4.70032e-008,3.05206e-008,4.65841e-008,4.82603e-008,3.75746e-008,5.08445e-008,5.77587e-008,5.38476e-008,
99,1.01619e-007,1.4527e-008,4.21841e-008,5.6781e-008,1.3626e-007,2.72381e-008,4.23238e-008,3.94603e-008,2.73079e-008,4.88889e-008,9.67302e-008,9.80572e-008,9.69397e-008,3.10794e-008,3.08698e-008,1.96254e-008,8.11556e-008,5.76191e-008,5.02857e-008,6.87238e-008,4.18349e-008,4.72825e-008,3.09397e-008,4.65841e-008,4.77016e-008,3.90413e-008,4.98667e-008,5.56635e-008,5.53143e-008,
100,9.54032e-008,1.4946e-008,3.61778e-008,4.81905e-008,1.19149e-007,2.60508e-008,4.63746e-008,3.45016e-008,2.78667e-008,4.9727e-008,1.03924e-007,9.80572e-008,9.68e-008,3.20571e-008,3.22667e-008,2.14413e-008,8.60445e-008,3.31048e-008,4.60952e-008,7.58476e-008,4.41397e-008,4.70032e-008,3.07302e-008,4.5746e-008,4.72127e-008,3.83429e-008,5.31492e-008,5.22413e-008,6.4254e-008,
101,9.43556e-008,1.50159e-008,3.86222e-008,5.11937e-008,1.32698e-007,2.72381e-008,4.28127e-008,3.42921e-008,2.75873e-008,5.02857e-008,1.00921e-007,9.72191e-008,9.56826e-008,3.21968e-008,3.19175e-008,2.20698e-008,8.59746e-008,3.40825e-008,4.58159e-008,5.5454e-008,4.0927e-008,4.65841e-008,3.01016e-008,4.41397e-008,4.5327e-008,3.68064e-008,4.72825e-008,5.0146e-008,5.28e-008,
102,9.62413e-008,1.50159e-008,3.98794e-008,5.2381e-008,1.36051e-007,2.83556e-008,4.45587e-008,3.49905e-008,3.61079e-008,5.18222e-008,1.05251e-007,1.02876e-007,9.77079e-008,3.33841e-008,3.23365e-008,2.35365e-008,8.33206e-008,3.52698e-008,4.86095e-008,7.54984e-008,4.17651e-008,4.74921e-008,2.99619e-008,4.65143e-008,4.75619e-008,3.66667e-008,4.9727e-008,5.07048e-008,5.70603e-008,
