All ´a´ string length 1000 by LCE value,DirectComp,DirectLookup,DirectCompLookup<log n>,DirectCompLookup<sqrt n>,DirectCompLookup<n/log n>,Fingerprint_2<sqrt n>wc,Fingerprint_2<1/4sqrt n>ac,Fingerprint_2<1/2sqrt n>ac,Fingerprint_2<sqrt n>ac,Fingerprint_2<2sqrt n>ac,Fingerprint_2<4sqrt n>ac,Fingerprint_2<8sqrt n>ac,Fingerprint_2<16sqrt n>ac,Fingerprint_2<sqrt n>ac_{cache-horizontal-shift},Fingerprint_2<sqrt n>ac_{cache-horizontal-mult},Fingerprint_3<n^{2/3};n^{1/3}>wc,Fingerprint_3<n^{2/3};n^{1/3}>ac<n^{1/3};n^{2/3}>,Fingerprint_3<n^{2/3};n^{1/3}>ac<1;1>,Fingerprint_3<n^{2/3};n^{1/3}>ac,Fingerprint_{log n}wc,Fingerprint_{log n}ac,Fingerprint_{log n}ac_{cache-vertical-mult},RMQ<1;n>,RMQ<n;1>,DirectComp<1>RMQ<n;1>,RMQ<1;n>_{virtual},RMQ<n;1>_{virtual},RMQ<n;2log n>_{virtual},RMQ<n;4log n>_{virtual},
441,3.71074e-007,1.51416e-008,4.24705e-008,6.10133e-008,1.57255e-007,4.83651e-008,1.39236e-007,7.02324e-008,4.6626e-008,2.87048e-008,8.70013e-008,1.76307e-007,3.71926e-007,6.02521e-008,4.40768e-008,3.74419e-008,1.10712e-007,6.32902e-008,5.3701e-008,5.92603e-008,5.42876e-008,7.91232e-008,2.58957e-007,4.83721e-008,4.98248e-008,5.93008e-007,5.30375e-008,7.01486e-008,6.63702e-008,
442,3.88764e-007,1.51346e-008,4.26241e-008,5.43714e-008,1.58142e-007,5.27022e-008,1.42818e-007,7.11124e-008,4.58857e-008,3.0793e-008,8.7993e-008,1.82523e-007,3.73106e-007,6.05314e-008,4.52432e-008,3.84406e-008,1.13304e-007,5.87225e-008,4.93498e-008,7.3466e-008,5.48883e-008,7.47721e-008,2.57323e-007,4.84768e-008,4.98806e-008,5.82316e-007,5.30724e-008,6.87029e-008,6.49245e-008,
443,3.89198e-007,1.52114e-008,4.56413e-008,5.77727e-008,1.51786e-007,4.90425e-008,1.44774e-007,6.79835e-008,5.2793e-008,3.07371e-008,7.788e-008,1.74219e-007,3.83519e-007,6.18305e-008,4.5306e-008,4.04311e-008,1.1169e-007,5.98191e-008,5.15987e-008,5.0153e-008,6.27733e-008,7.41435e-008,2.58287e-007,5.06279e-008,5.01251e-008,5.84516e-007,5.31003e-008,6.75645e-008,6.44495e-008,
444,3.79825e-007,1.52394e-008,4.28686e-008,5.74165e-008,1.5986e-007,5.99937e-008,1.36114e-007,8.08832e-008,5.01879e-008,3.21619e-008,8.61073e-008,1.75337e-007,3.96684e-007,6.21378e-008,4.63676e-008,4.14508e-008,1.12912e-007,6.07619e-008,5.2814e-008,7.5247e-008,5.49511e-008,7.47162e-008,2.46239e-007,4.96013e-008,5.20318e-008,5.89425e-007,5.31492e-008,6.85981e-008,6.49454e-008,
445,3.72024e-007,1.50717e-008,4.26171e-008,5.86108e-008,1.52212e-007,5.17105e-008,1.34612e-007,7.56311e-008,5.4127e-008,3.20152e-008,8.8433e-008,1.86148e-007,3.77758e-007,6.49803e-008,5.12425e-008,4.11365e-008,1.13387e-007,6.22775e-008,5.26464e-008,6.20819e-008,5.45391e-008,7.42273e-008,2.48949e-007,4.81556e-008,4.98527e-008,5.90033e-007,5.42457e-008,7.23486e-008,6.22006e-008,
446,3.79084e-007,1.51695e-008,4.02425e-008,6.08108e-008,1.55662e-007,5.37359e-008,1.37867e-007,8.12813e-008,5.30165e-008,3.38102e-008,8.61772e-008,1.78207e-007,3.82528e-007,6.38768e-008,4.76806e-008,4.28406e-008,1.1593e-007,6.40445e-008,5.40152e-008,6.39187e-008,5.52794e-008,7.43879e-008,2.4376e-007,4.82394e-008,4.99575e-008,5.83643e-007,5.31422e-008,7.10146e-008,6.10203e-008,
447,3.80293e-007,1.51625e-008,4.17092e-008,5.74375e-008,1.50948e-007,5.38127e-008,1.32775e-007,7.54425e-008,5.38267e-008,3.36705e-008,8.69384e-008,1.81022e-007,3.87018e-007,6.43378e-008,4.84838e-008,4.30711e-008,1.17592e-007,6.26057e-008,5.47067e-008,3.46762e-008,5.18921e-008,7.45486e-008,2.483e-007,4.83651e-008,4.98108e-008,6.0493e-007,5.3233e-008,7.16222e-008,6.35905e-008,
448,3.84686e-007,1.51137e-008,4.04241e-008,5.44133e-008,1.55655e-007,5.676e-008,1.27691e-007,7.68464e-008,5.33378e-008,3.43549e-008,8.32578e-008,1.82041e-007,3.79895e-007,4.03752e-008,4.9734e-008,4.61022e-008,1.15483e-007,6.45473e-008,5.42248e-008,4.63397e-008,5.38895e-008,7.34241e-008,2.42293e-007,5.03765e-008,4.98667e-008,6.10497e-007,5.30235e-008,6.85841e-008,6.22076e-008,
449,3.83561e-007,1.51206e-008,4.23657e-008,5.86178e-008,1.49062e-007,5.59149e-008,1.37343e-007,7.69651e-008,5.5014e-008,3.76235e-008,8.38654e-008,1.80603e-007,3.76717e-007,4.14997e-008,5.07886e-008,4.66191e-008,1.17606e-007,6.58254e-008,5.52165e-008,4.28965e-008,5.35194e-008,7.6986e-008,2.4126e-007,5.03695e-008,5.00622e-008,5.84432e-007,5.3261e-008,6.78298e-008,6.09086e-008,
450,3.8134e-007,1.51765e-008,4.28127e-008,5.69975e-008,1.49754e-007,5.65225e-008,1.45144e-007,6.96178e-008,5.34425e-008,3.44108e-008,8.46546e-008,1.81294e-007,4.00847e-007,4.23867e-008,5.08445e-008,4.21981e-008,1.1146e-007,6.56927e-008,5.56635e-008,8.008e-008,5.65505e-008,7.72794e-008,2.45792e-007,4.94895e-008,5.09073e-008,5.90878e-007,6.36883e-008,7.19784e-008,6.44984e-008,
451,3.85922e-007,1.51276e-008,4.25473e-008,6.16559e-008,1.57401e-007,5.61384e-008,1.45815e-007,7.31029e-008,5.51746e-008,3.47391e-008,9.01372e-008,1.92036e-007,3.92613e-007,4.40629e-008,5.18571e-008,4.08711e-008,1.16062e-007,6.23054e-008,5.17873e-008,7.90813e-008,5.33518e-008,7.81384e-008,2.44605e-007,4.84838e-008,5.11098e-008,6.19017e-007,5.31213e-008,7.57149e-008,6.29968e-008,
452,3.93458e-007,1.52743e-008,4.03124e-008,5.86876e-008,1.57394e-007,5.66552e-008,1.34228e-007,7.62667e-008,5.4113e-008,3.51162e-008,9.09752e-008,1.95234e-007,3.8426e-007,4.18349e-008,5.30794e-008,4.1814e-008,1.14393e-007,6.26267e-008,5.42248e-008,8.38933e-008,7.6127e-008,7.77892e-008,2.4654e-007,4.84978e-008,5.016e-008,6.10119e-007,5.31422e-008,6.952e-008,6.09575e-008,
453,3.79008e-007,1.50578e-008,4.36019e-008,5.63829e-008,1.49649e-007,5.79962e-008,1.33313e-007,7.788e-008,5.34216e-008,3.54864e-008,9.17645e-008,1.93865e-007,3.81857e-007,4.27429e-008,5.36171e-008,4.16184e-008,1.20756e-007,6.41492e-008,5.40152e-008,6.70406e-008,6.91918e-008,7.80756e-008,2.46037e-007,4.81835e-008,5.44622e-008,6.12487e-007,5.30165e-008,6.8654e-008,6.38559e-008,
454,3.7745e-007,1.51625e-008,4.03333e-008,5.62013e-008,1.50026e-007,5.92324e-008,1.42721e-007,7.83759e-008,5.42318e-008,3.63943e-008,9.28191e-008,1.94382e-007,3.86208e-007,4.33225e-008,5.48952e-008,4.3141e-008,1.15022e-007,6.47568e-008,5.44902e-008,9.60597e-008,5.21924e-008,7.82292e-008,2.40226e-007,4.81556e-008,5.00832e-008,5.98973e-007,5.32191e-008,6.80743e-008,6.21727e-008,
455,3.80831e-007,1.59378e-008,4.04451e-008,5.64457e-008,1.53427e-007,6.00356e-008,1.3038e-007,7.53657e-008,5.75911e-008,3.7386e-008,9.21905e-008,1.95339e-007,3.85566e-007,4.33295e-008,5.50279e-008,4.49149e-008,1.16495e-007,6.45613e-008,5.60057e-008,6.42889e-008,5.24089e-008,7.80057e-008,2.39863e-007,4.81905e-008,4.98597e-008,6.05817e-007,5.43505e-008,7.11054e-008,6.08946e-008,
456,3.85133e-007,1.50508e-008,4.24984e-008,5.93511e-008,1.50431e-007,5.984e-008,1.32328e-007,7.31657e-008,5.85968e-008,3.92927e-008,9.3287e-008,1.96205e-007,3.86208e-007,4.67867e-008,5.64178e-008,4.62698e-008,1.18353e-007,6.48965e-008,5.66133e-008,6.24172e-008,5.78635e-008,7.94445e-008,2.39891e-007,4.81556e-008,5.00413e-008,6.03331e-007,5.324e-008,7.00718e-008,6.36324e-008,
457,3.80111e-007,1.52324e-008,4.27568e-008,5.86248e-008,1.49411e-007,6.08248e-008,1.33306e-007,6.88635e-008,5.88133e-008,5.20667e-008,9.51378e-008,1.88732e-007,3.84791e-007,4.76318e-008,5.81219e-008,4.43143e-008,1.21279e-007,6.65657e-008,5.67181e-008,5.86318e-008,5.18083e-008,7.82432e-008,2.41497e-007,4.82464e-008,5.12216e-008,6.01941e-007,5.31073e-008,6.88914e-008,6.23613e-008,
458,3.8097e-007,1.51067e-008,4.26311e-008,6.55879e-008,1.58288e-007,6.01194e-008,1.34528e-007,7.10006e-008,5.95467e-008,4.42794e-008,9.59759e-008,1.8751e-007,3.88192e-007,4.83721e-008,5.72279e-008,4.64165e-008,1.21712e-007,6.77041e-008,5.62502e-008,6.75086e-008,5.1906e-008,7.85645e-008,2.42251e-007,4.82324e-008,4.99156e-008,5.98756e-007,5.30933e-008,6.76413e-008,6.09645e-008,
459,3.81857e-007,1.51276e-008,4.29454e-008,5.40711e-008,1.48357e-007,6.02451e-008,1.83431e-007,9.60737e-008,6.03219e-008,4.39651e-008,9.67791e-008,2.02065e-007,3.91649e-007,4.88819e-008,5.84013e-008,4.25543e-008,1.13967e-007,7.20832e-008,5.70743e-008,6.08387e-008,5.11867e-008,7.80406e-008,2.39039e-007,4.84489e-008,4.98876e-008,5.95145e-007,5.3254e-008,6.98203e-008,6.51479e-008,
460,3.82604e-007,1.50927e-008,4.21143e-008,5.60965e-008,1.56968e-007,6.31645e-008,1.8327e-007,7.84737e-008,6.11041e-008,4.11924e-008,9.76102e-008,1.99502e-007,3.89714e-007,4.99854e-008,5.91276e-008,4.31759e-008,1.18095e-007,6.63911e-008,5.44902e-008,7.90114e-008,5.17175e-008,7.4381e-008,2.38515e-007,4.82114e-008,4.98457e-008,5.98763e-007,5.30514e-008,7.22997e-008,6.21587e-008,
461,3.94366e-007,1.63079e-008,4.06127e-008,5.79124e-008,1.50096e-007,6.48337e-008,1.42644e-007,7.33822e-008,6.18095e-008,4.17651e-008,9.86787e-008,2.00626e-007,3.88234e-007,5.08305e-008,5.99168e-008,4.45587e-008,1.1711e-007,6.78927e-008,6.05175e-008,6.54064e-008,5.12705e-008,7.87879e-008,2.36545e-007,4.82673e-008,5.01111e-008,5.67146e-007,5.30864e-008,7.11124e-008,6.10203e-008,
462,3.88199e-007,1.59657e-008,4.05289e-008,5.85479e-008,1.55795e-007,6.51829e-008,1.27844e-007,7.37035e-008,6.28921e-008,4.24775e-008,9.92375e-008,2.01331e-007,3.91663e-007,5.22902e-008,6.05384e-008,4.47613e-008,1.16656e-007,6.49664e-008,5.59778e-008,7.55194e-008,5.20318e-008,7.49467e-008,2.41204e-007,4.82114e-008,5.00971e-008,5.91926e-007,5.32959e-008,6.94222e-008,6.36045e-008,
463,3.90643e-007,1.53441e-008,4.03124e-008,5.90089e-008,1.48273e-007,6.57835e-008,1.33984e-007,7.47791e-008,6.62864e-008,4.34902e-008,1.00117e-007,2.02512e-007,4.06853e-007,5.29327e-008,6.34857e-008,4.64235e-008,1.18339e-007,6.69149e-008,5.71721e-008,5.2381e-008,5.07118e-008,7.4374e-008,2.38333e-007,4.84349e-008,4.98318e-008,5.93951e-007,5.30235e-008,6.94432e-008,6.22006e-008,
464,3.92431e-007,1.50717e-008,4.0494e-008,5.88203e-008,1.52792e-007,6.556e-008,1.35157e-007,7.65251e-008,6.4226e-008,4.39441e-008,1.00921e-007,2.03029e-007,4.14948e-007,5.36311e-008,6.98622e-008,5.15568e-008,1.1873e-007,6.60279e-008,5.78495e-008,6.14883e-008,5.60825e-008,7.36197e-008,2.35533e-007,4.83791e-008,4.98387e-008,5.86737e-007,5.30375e-008,6.76832e-008,6.1153e-008,
465,3.89561e-007,1.62102e-008,4.0466e-008,5.412e-008,1.50005e-007,4.53619e-008,1.36065e-007,7.06025e-008,4.19886e-008,4.46775e-008,1.01808e-007,2.03727e-007,3.98822e-007,5.38057e-008,4.16114e-008,4.7946e-008,1.28494e-007,6.76483e-008,5.90997e-008,7.51911e-008,5.10889e-008,7.37524e-008,2.35575e-007,4.81835e-008,4.98457e-008,5.9201e-007,6.23822e-008,7.11683e-008,6.28152e-008,
466,3.92403e-007,1.51556e-008,4.07244e-008,5.90508e-008,1.5319e-007,4.62838e-008,1.8649e-007,7.36476e-008,4.46356e-008,4.54737e-008,1.01424e-007,2.0453e-007,3.92948e-007,5.59498e-008,4.33086e-008,4.74711e-008,1.2774e-007,6.8626e-008,6.59791e-008,6.78438e-008,5.69905e-008,7.4353e-008,2.36804e-007,4.82114e-008,4.99295e-008,5.92778e-007,5.85619e-008,7.09448e-008,6.1621e-008,
467,3.96147e-007,1.51556e-008,4.04311e-008,6.05384e-008,1.55592e-007,4.52921e-008,1.37706e-007,7.32914e-008,4.37206e-008,4.62559e-008,1.0347e-007,2.05396e-007,3.94526e-007,5.30864e-008,4.40349e-008,4.9287e-008,1.28731e-007,6.56718e-008,6.54832e-008,6.21587e-008,5.38197e-008,7.348e-008,2.49794e-007,4.82254e-008,5.08794e-008,5.88364e-007,5.60895e-008,6.97435e-008,6.27803e-008,
468,3.9322e-007,1.53162e-008,4.05149e-008,5.77937e-008,1.493e-007,4.74362e-008,1.66404e-007,7.47162e-008,4.51873e-008,4.76876e-008,1.04301e-007,1.97825e-007,3.98074e-007,5.40711e-008,4.42584e-008,4.42933e-008,1.22432e-007,6.69359e-008,6.01892e-008,6.82559e-008,5.4574e-008,7.65321e-008,2.44235e-007,4.9301e-008,5.00273e-008,5.80835e-007,5.74235e-008,6.85492e-008,6.58324e-008,
469,3.91768e-007,1.51346e-008,4.03194e-008,5.88064e-008,1.55362e-007,4.56203e-008,1.36121e-007,7.65111e-008,4.576e-008,5.2821e-008,1.05153e-007,1.97853e-007,4.02558e-007,5.56286e-008,4.6661e-008,4.58229e-008,1.23905e-007,6.27733e-008,6.00006e-008,6.37441e-008,5.45321e-008,7.40527e-008,2.48202e-007,4.82394e-008,4.99225e-008,5.75513e-007,5.65994e-008,7.33264e-008,6.22495e-008,
470,4.01615e-007,1.51416e-008,4.05498e-008,5.45949e-008,1.46527e-007,4.73454e-008,1.35338e-007,7.75099e-008,4.54318e-008,5.44832e-008,1.0597e-007,1.9902e-007,3.97816e-007,5.55797e-008,4.58438e-008,4.6633e-008,1.25658e-007,6.25848e-008,1.2114e-007,6.90311e-008,5.47556e-008,7.46603e-008,2.54669e-007,4.82603e-008,5.07886e-008,5.9011e-007,5.73956e-008,7.11962e-008,6.09994e-008,
471,3.98011e-007,1.51137e-008,4.1346e-008,5.48184e-008,1.51556e-007,4.69822e-008,1.3654e-007,8.2741e-008,4.532e-008,5.31841e-008,1.07032e-007,1.96666e-007,4.15604e-007,5.57124e-008,4.664e-008,4.72965e-008,1.24757e-007,6.41213e-008,6.12927e-008,4.64864e-008,5.41759e-008,7.38711e-008,2.47937e-007,4.84559e-008,5.20527e-008,5.92624e-007,5.73676e-008,7.00648e-008,6.37232e-008,
472,3.97397e-007,1.4981e-008,4.03403e-008,5.77238e-008,1.56919e-007,5.08095e-008,1.37978e-007,8.34743e-008,4.78622e-008,5.49022e-008,1.02038e-007,2.09517e-007,4.19145e-007,5.69067e-008,4.74222e-008,4.81486e-008,1.27006e-007,6.44076e-008,6.21937e-008,8.29994e-008,5.49232e-008,7.43879e-008,2.4082e-007,4.81625e-008,5.05511e-008,5.86583e-007,5.54121e-008,6.8654e-008,6.20889e-008,
473,4.09081e-007,1.4967e-008,4.17651e-008,5.42527e-008,1.60418e-007,5.24787e-008,1.87147e-007,7.95562e-008,4.67518e-008,5.62013e-008,1.0289e-007,2.10585e-007,4.02754e-007,5.73467e-008,4.84559e-008,4.98038e-008,1.23975e-007,6.52108e-008,6.31225e-008,6.05664e-008,5.5021e-008,7.66787e-008,2.33291e-007,4.8407e-008,5.08165e-008,5.67824e-007,5.30375e-008,6.79067e-008,6.09505e-008,
474,4.07929e-007,1.53581e-008,4.05149e-008,5.46648e-008,1.53316e-007,5.08724e-008,1.78193e-007,8.07714e-008,6.05943e-008,5.70813e-008,1.03875e-007,2.11521e-007,4.03033e-007,5.86946e-008,4.68356e-008,4.98457e-008,1.24366e-007,6.71594e-008,6.37022e-008,6.94152e-008,5.48743e-008,7.39968e-008,2.35854e-007,6.41492e-008,5.43016e-008,5.87205e-007,5.70254e-008,6.78368e-008,6.36952e-008,
475,3.97697e-007,1.50298e-008,4.0466e-008,5.42318e-008,1.46799e-007,5.29327e-008,1.41024e-007,9.27911e-008,4.85676e-008,5.83105e-008,1.0326e-007,1.99949e-007,4.20347e-007,6.35625e-008,5.17175e-008,4.96711e-008,1.22956e-007,6.71105e-008,6.37162e-008,4.99225e-008,6.30108e-008,7.42413e-008,2.34597e-007,5.08445e-008,4.99016e-008,5.76533e-007,5.97143e-008,7.32984e-008,6.23822e-008,
476,3.99401e-007,1.51346e-008,4.06127e-008,5.90438e-008,1.50592e-007,5.35892e-008,1.38265e-007,8.47384e-008,5.0621e-008,6.21518e-008,1.04748e-007,2.03371e-007,4.26262e-007,5.99937e-008,4.84489e-008,5.19898e-008,1.24576e-007,6.78787e-008,7.08749e-008,8.54787e-008,5.49791e-008,7.68952e-008,2.33871e-007,4.82533e-008,5.0153e-008,5.79466e-007,5.70952e-008,7.01695e-008,6.89683e-008,
477,3.98074e-007,1.51137e-008,4.0501e-008,5.53562e-008,1.52638e-007,5.94e-008,1.3772e-007,7.47721e-008,5.22273e-008,6.13416e-008,1.05935e-007,2.03294e-007,4.18629e-007,6.06572e-008,4.8847e-008,4.70171e-008,1.20364e-007,6.89962e-008,6.46311e-008,5.94698e-008,5.32959e-008,7.47302e-008,2.34702e-007,5.07257e-008,5.00902e-008,5.80409e-007,5.58591e-008,6.85981e-008,6.70965e-008,
478,4.01182e-007,1.51137e-008,4.04451e-008,5.42946e-008,1.50704e-007,5.52933e-008,1.38893e-007,7.94794e-008,5.14102e-008,6.23683e-008,1.12605e-007,2.093e-007,4.08935e-007,6.16489e-008,5.00273e-008,4.74222e-008,1.2181e-007,6.39257e-008,5.80521e-008,6.02102e-008,5.95187e-008,7.53937e-008,2.31321e-007,4.82254e-008,5.22902e-008,5.85829e-007,5.31562e-008,6.79137e-008,6.57206e-008,
479,4.05065e-007,1.50717e-008,4.03403e-008,5.41549e-008,1.52827e-007,5.68718e-008,1.3927e-007,7.73772e-008,5.05302e-008,6.30108e-008,1.1389e-007,2.09566e-007,4.22533e-007,6.2047e-008,5.05791e-008,4.82743e-008,1.21356e-007,6.4666e-008,6.33111e-008,3.46064e-008,5.08025e-008,7.32635e-008,2.39912e-007,4.82184e-008,5.14171e-008,5.78565e-007,5.31283e-008,6.65168e-008,6.36952e-008,
480,4.03159e-007,1.50019e-008,4.05848e-008,5.43365e-008,1.45214e-007,5.8981e-008,1.74638e-007,7.23067e-008,5.30724e-008,6.47498e-008,1.16181e-007,2.06926e-007,4.27994e-007,3.97956e-008,5.7221e-008,4.92591e-008,1.21063e-007,6.5986e-008,5.99518e-008,6.97086e-008,6.11391e-008,7.55473e-008,2.31265e-007,4.83511e-008,5.00413e-008,5.81806e-007,5.29886e-008,7.11473e-008,6.62514e-008,
481,3.99359e-007,1.50787e-008,4.05219e-008,5.44064e-008,1.51514e-007,5.65994e-008,1.39347e-007,7.53308e-008,5.37289e-008,6.62165e-008,1.15182e-007,2.05878e-007,4.08509e-007,4.01727e-008,5.21086e-008,4.99994e-008,1.28906e-007,6.75505e-008,6.12159e-008,4.42444e-008,5.10959e-008,7.41365e-008,2.31712e-007,4.89727e-008,5.31632e-008,5.76414e-007,6.23054e-008,7.09937e-008,6.50572e-008,
482,4.01469e-007,1.50438e-008,4.12064e-008,5.42387e-008,1.45032e-007,5.94279e-008,1.57248e-007,7.60083e-008,5.43365e-008,6.70476e-008,1.1616e-007,2.10299e-007,4.0758e-007,4.12692e-008,5.31981e-008,5.11797e-008,1.30107e-007,6.75645e-008,6.17676e-008,8.04781e-008,5.15568e-008,7.44159e-008,2.27592e-007,4.82045e-008,4.98597e-008,5.73669e-007,5.30165e-008,6.94362e-008,6.37721e-008,
483,4.05345e-007,1.50089e-008,4.05498e-008,5.82337e-008,1.47058e-007,5.764e-008,1.34326e-007,7.86343e-008,5.36171e-008,6.79905e-008,1.1681e-007,2.07198e-007,4.05429e-007,4.52432e-008,5.41619e-008,5.14451e-008,1.30834e-007,6.8633e-008,6.16279e-008,7.23486e-008,5.09352e-008,8.0967e-008,2.30085e-007,4.81695e-008,4.98318e-008,5.80625e-007,5.3254e-008,7.64064e-008,6.65238e-008,
484,4.02677e-007,1.50578e-008,4.02914e-008,5.87365e-008,1.52519e-007,6.10273e-008,1.38872e-007,8.27619e-008,5.83314e-008,6.99251e-008,1.17641e-007,2.10348e-007,4.10269e-007,4.29873e-008,5.55308e-008,5.20108e-008,1.31253e-007,6.91359e-008,6.22705e-008,6.84794e-008,5.17594e-008,7.876e-008,2.34436e-007,5.09073e-008,4.98737e-008,5.72901e-007,5.33168e-008,6.75295e-008,6.50083e-008,
485,4.04765e-007,1.50717e-008,4.04311e-008,5.82197e-008,1.43342e-007,6.01543e-008,1.39501e-007,8.02616e-008,5.49302e-008,7.74679e-008,1.17417e-007,2.20314e-007,4.0927e-007,4.37975e-008,5.74794e-008,5.37219e-008,1.31986e-007,6.95619e-008,6.25359e-008,5.45251e-008,5.17594e-008,7.85016e-008,2.28702e-007,5.632e-008,5.08305e-008,5.73886e-007,5.53003e-008,7.20972e-008,6.67124e-008,
486,4.02775e-007,1.51137e-008,4.03613e-008,5.39454e-008,1.51262e-007,6.28851e-008,1.35771e-007,8.05968e-008,5.56565e-008,7.06864e-008,1.15196e-007,2.22361e-007,4.10555e-007,4.38184e-008,5.64108e-008,5.52095e-008,1.2869e-007,7.05397e-008,6.37162e-008,7.85924e-008,5.236e-008,7.9654e-008,2.32166e-007,5.08933e-008,5.20597e-008,5.67698e-007,5.30724e-008,7.11054e-008,6.36184e-008,
487,4.08956e-007,1.50089e-008,4.03613e-008,5.92743e-008,1.42846e-007,6.35276e-008,1.78933e-007,8.01359e-008,5.63759e-008,7.02464e-008,1.1389e-007,2.10306e-007,4.08655e-007,4.38952e-008,5.73257e-008,5.94559e-008,1.29074e-007,6.58883e-008,6.13276e-008,6.3786e-008,5.11937e-008,7.82362e-008,2.25678e-007,5.09143e-008,5.00971e-008,5.72719e-007,5.30794e-008,6.8661e-008,6.22356e-008,
488,4.13789e-007,1.49879e-008,4.048e-008,5.85829e-008,1.45745e-007,6.204e-008,1.85589e-007,7.71048e-008,5.75143e-008,7.18108e-008,1.14854e-007,2.11081e-007,4.32548e-007,4.48381e-008,5.75562e-008,5.10121e-008,1.22928e-007,6.73898e-008,6.25848e-008,7.44578e-008,5.24857e-008,7.81803e-008,2.30784e-007,5.09352e-008,5.09632e-008,5.72391e-007,5.62572e-008,6.84235e-008,6.08387e-008,
489,4.34867e-007,1.50997e-008,4.07524e-008,6.17048e-008,1.47651e-007,6.49245e-008,1.56081e-007,8.45568e-008,6.45962e-008,7.24045e-008,1.14407e-007,2.16738e-007,4.27827e-007,4.58159e-008,5.87086e-008,5.2346e-008,1.3471e-007,6.90102e-008,6.19492e-008,5.28419e-008,5.27721e-008,7.86203e-008,2.27969e-007,5.35264e-008,4.98876e-008,5.72957e-007,5.60267e-008,6.76273e-008,6.36464e-008,
490,4.32492e-007,1.50438e-008,4.03054e-008,5.89041e-008,1.44578e-007,6.40654e-008,1.36135e-007,8.21822e-008,6.19352e-008,7.304e-008,1.16279e-007,2.12778e-007,4.14159e-007,4.78902e-008,5.94489e-008,6.10483e-008,1.3267e-007,7.27397e-008,6.23613e-008,7.16991e-008,5.21365e-008,7.86622e-008,2.30071e-007,5.09003e-008,5.00762e-008,5.72999e-007,5.30794e-008,7.23486e-008,6.21937e-008,
491,4.15199e-007,1.50787e-008,4.04381e-008,5.89251e-008,1.51241e-007,6.54413e-008,1.41568e-007,9.31054e-008,6.14743e-008,7.40178e-008,1.17026e-007,2.13742e-007,4.32262e-007,4.77714e-008,6.10273e-008,6.19702e-008,1.38153e-007,7.42273e-008,6.40933e-008,5.76959e-008,6.05245e-008,7.85505e-008,2.32097e-007,5.09213e-008,4.98876e-008,5.64939e-007,5.33308e-008,7.09867e-008,6.31225e-008,
492,4.08879e-007,1.4981e-008,4.0501e-008,5.40851e-008,1.46932e-007,7.03441e-008,1.44774e-007,8.40051e-008,6.08876e-008,7.59314e-008,1.1799e-007,2.14182e-007,4.35872e-007,4.82883e-008,6.0713e-008,5.75562e-008,1.33858e-007,7.4381e-008,6.40165e-008,9.00184e-008,5.20597e-008,7.86972e-008,2.27201e-007,5.10959e-008,4.98527e-008,5.41794e-007,5.30095e-008,6.9506e-008,6.36952e-008,
493,4.15039e-007,1.50438e-008,4.0494e-008,5.7654e-008,1.44418e-007,6.73829e-008,1.43014e-007,8.46057e-008,6.22845e-008,7.77613e-008,1.25135e-007,2.15286e-007,4.35279e-007,4.87143e-008,6.17048e-008,5.71441e-008,1.34451e-007,7.55962e-008,7.52749e-008,6.58254e-008,5.17245e-008,7.88508e-008,2.26202e-007,5.09352e-008,5.00971e-008,5.36528e-007,5.30654e-008,7.29352e-008,6.25219e-008,
494,4.15786e-007,1.50927e-008,4.03613e-008,6.10762e-008,1.51856e-007,6.71803e-008,1.93335e-007,8.48013e-008,6.43587e-008,8.42984e-008,1.29137e-007,2.21599e-007,4.43269e-007,5.21086e-008,7.4793e-008,6.35765e-008,1.41317e-007,7.72654e-008,6.82838e-008,6.40514e-008,5.24438e-008,7.84667e-008,2.26942e-007,5.11098e-008,5.35403e-008,5.36018e-007,5.33308e-008,6.65098e-008,6.08946e-008,
495,4.23441e-007,1.50997e-008,4.03822e-008,6.03359e-008,1.50396e-007,6.76483e-008,1.44578e-007,8.12952e-008,6.28572e-008,7.86483e-008,1.26797e-007,2.20063e-007,4.38401e-007,5.04743e-008,6.72152e-008,2.95079e-008,1.03316e-007,7.72375e-008,6.95829e-008,3.95441e-008,8.30552e-008,7.8774e-008,2.25825e-007,5.08933e-008,4.99156e-008,5.29243e-007,5.39873e-008,7.57429e-008,6.36394e-008,
496,4.17364e-007,1.4974e-008,4.06965e-008,5.99168e-008,1.51444e-007,4.62978e-008,1.53846e-007,8.37257e-008,4.32527e-008,8.04641e-008,1.27865e-007,2.17828e-007,4.38813e-007,5.16616e-008,4.42235e-008,3.11841e-008,1.05279e-007,4.51105e-008,7.46464e-008,7.35499e-008,7.1266e-008,7.80895e-008,2.26684e-007,5.09073e-008,4.98527e-008,5.50671e-007,5.32679e-008,7.48838e-008,6.22006e-008,
497,4.13824e-007,1.4946e-008,4.38813e-008,5.7193e-008,1.5342e-007,4.64305e-008,1.35101e-007,8.10299e-008,4.43492e-008,8.16514e-008,1.27467e-007,2.18233e-007,4.28944e-007,5.49232e-008,4.58718e-008,3.19943e-008,1.07996e-007,4.74571e-008,7.3494e-008,7.49956e-008,6.95829e-008,7.80616e-008,2.34415e-007,5.08514e-008,4.98597e-008,5.35962e-007,5.30375e-008,7.32076e-008,6.09505e-008,
